display_sample,display_condition,FileName,pair_index,direction,segment_capacity_mAh,voltage_v,figure
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,204.58558611111067,1.2174,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,208.51945277777767,1.2174,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,212.45347499999968,1.2171,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,216.38774166666667,1.2168,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,220.32198611111068,1.2165,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,224.25580833333368,1.2158,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,228.18965277777767,1.2155,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,232.12409722222267,1.2146,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,236.05847499999967,1.214,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,239.99329722222268,1.2131,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,243.92723055555567,1.2124,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,247.86125277777768,1.2115,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,251.79445277777768,1.2103,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,255.72851944444466,1.209,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,259.6630527777777,1.2078,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,263.5982083333337,1.2056,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,267.5319416666667,1.2038,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,271.46563055555566,1.201,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,275.4001638888887,1.1969,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,279.33478611111065,1.1914,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,283.26954166666667,1.1848,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,287.20427499999965,1.1749,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,291.1383416666667,1.1625,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,295.0728305555557,1.1458,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,299.0068527777777,1.1089,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,302.94107499999967,0.9517,01_baseline_standard_controls
no bubble control,Capacity limit,2mm_nobuble.ndax,13,discharge,305.6511861111107,0.4994,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,0.0,1.3631,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,9.18102222222221,1.3609,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,18.36250277777781,1.3628,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,27.54360277777781,1.3647,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,36.724650000000004,1.3656,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,45.905480555555506,1.3625,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,55.087263888888906,1.3668,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,64.26946944444441,1.3684,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,73.45140277777782,1.3634,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,82.63314722222222,1.3659,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,91.81418611111111,1.3681,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,100.99513055555512,1.3721,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,110.17679722222212,1.3758,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,119.35894166666712,1.374,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,128.54060833333313,1.3702,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,137.72093055555513,1.3727,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,146.90185277777812,1.3705,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,156.0833305555551,1.3709,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,165.26505277777812,1.3715,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,174.44697500000012,1.3653,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,183.6278416666671,1.3749,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,192.8105083333331,1.3625,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,201.99237500000012,1.3705,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,211.17268611111112,1.3746,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,220.3545305555551,1.3631,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,229.5359527777781,1.3814,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,238.7172638888891,1.3783,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,247.89873055555512,1.3671,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,257.0793527777781,1.3709,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,266.2602416666671,1.3749,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,275.4421083333331,1.3783,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,284.6245305555551,1.3665,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,293.8059750000001,1.3786,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,302.98715277777814,1.3867,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,312.1683305555551,1.3907,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,321.34901944444414,1.3588,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,330.5298638888891,1.3836,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,339.7112861111111,1.3805,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,348.8906194444441,1.3876,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,358.07186388888914,1.3826,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,367.2525972222221,1.3864,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,376.4327750000001,1.374,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,385.6137972222221,1.3743,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,394.7949083333331,1.3845,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,403.97619722222214,1.4102,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,413.15810833333313,1.3963,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,422.3401972222221,1.3947,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,431.5209083333331,1.3978,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,440.70090833333313,1.3842,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,449.8821083333331,1.3938,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,459.06268611111113,1.4152,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,468.2426416666671,1.404,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,477.4239305555551,1.4037,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,486.6049083333331,1.4012,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,495.7864194444441,1.3984,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,504.9674416666671,1.4006,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,514.1498861111111,1.3786,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,523.3302861111111,1.3783,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,532.5120194444441,1.3966,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,541.6927305555552,1.431,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,550.8734416666671,1.4174,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,560.0543305555551,1.4099,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,569.2350861111111,1.4068,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,578.4161972222221,1.3767,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,587.5984194444441,1.4081,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,596.7794416666671,1.3643,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,605.9613972222221,1.409,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,615.1425527777781,1.4279,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,624.3236638888891,1.4015,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,charge,633.5045083333331,1.4071,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,0.0,1.1647,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,9.180888888888841,1.178,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,18.361391666666638,1.1827,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,27.54215833333334,1.1879,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,36.72232222222224,1.1935,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,45.90252777777774,1.1951,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,55.08241111111114,1.2016,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,64.26151666666665,1.2093,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,73.44009444444444,1.2121,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,82.61772777777774,1.2171,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,91.79816111111114,1.2214,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,100.97930555555544,1.2255,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,110.15947222222245,1.227,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,119.33988333333345,1.2301,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,128.52136111111145,1.2301,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,137.70251666666644,1.2317,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,146.88312777777745,1.232,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,156.06333888888844,1.2326,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,165.24341666666643,1.2332,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,174.42328333333344,1.2332,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,183.60391666666644,1.2329,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,192.78360555555543,1.2338,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,201.96453888888843,1.2323,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,211.14502777777744,1.2313,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,220.32565000000042,1.2301,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,229.50636111111143,1.2289,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,238.68653888888844,1.2267,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,247.86651666666643,1.2245,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,257.04638333333344,1.2224,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,266.22613888888844,1.2186,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,275.40620555555546,1.2143,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,284.58676111111146,1.2084,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,293.76662777777744,1.1969,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,302.94673888888843,1.1755,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,312.12847222222246,1.1545,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,321.30916111111145,1.1197,01_baseline_standard_controls
electrode frame note,Capacity limit,2mm_old_electrodeframe1.ndax,28,discharge,330.49049444444444,0.8122,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,0.0,1.3501,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,5.3446666666666705,1.3492,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,10.68933333333337,1.3488,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,16.03399722222227,1.3492,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,21.37865555555557,1.3498,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,26.72332222222227,1.3501,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,32.06798888888887,1.3507,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,37.41265833333337,1.3513,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,42.75732499999997,1.3519,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,48.10198611111107,1.3526,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,53.44665277777777,1.3532,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,58.79129722222227,1.3541,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,64.13596944444447,1.3547,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,69.48063055555556,1.3554,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,74.82530277777778,1.356,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,80.16996388888887,1.3572,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,85.51464166666668,1.3578,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,90.85928611111106,1.3585,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,96.20394166666668,1.3594,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,101.54861944444468,1.3603,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,106.89326388888867,1.3609,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,112.23790833333368,1.3619,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,117.58258611111066,1.3625,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,122.92724166666667,1.3634,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,128.27191944444468,1.3643,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,133.61656388888866,1.3653,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,138.96121944444468,1.3662,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,144.30588611111068,1.3671,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,149.65055277777768,1.3681,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,154.99518611111068,1.3687,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,160.33987499999967,1.3696,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,165.68453055555568,1.3705,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,171.02919722222268,1.3715,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,176.37385277777767,1.3727,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,181.71851944444467,1.3736,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,187.06318611111067,1.3749,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,192.4078527777777,1.3758,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,197.75254166666667,1.3771,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,203.0971861111107,1.378,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,208.44185277777768,1.3792,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,213.78649722222266,1.3805,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,219.13116388888866,1.3817,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,224.47580833333367,1.3829,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,229.82047499999967,1.3842,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,235.16511944444468,1.3854,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,240.50978611111069,1.3867,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,245.85445277777768,1.3885,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,251.19911944444468,1.3901,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,256.54378611111065,1.3913,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,261.88843055555566,1.3932,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,267.2330972222226,1.3947,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,272.57774166666667,1.3969,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,277.92245277777766,1.3988,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,283.2670972222227,1.4009,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,288.61171944444465,1.4034,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,293.95643055555564,1.4056,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,299.30105277777767,1.4081,02b_electrode_representative_vq
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,304.64571944444464,1.4105,02b_electrode_representative_vq
