cell_id,supporting_electrolyte,pair_index,window_mAh_cm2,Q_mAh_cm2,dVdQ_V_per_mAh_cm2,dVdQ_mV_per_mAh_cm2
G4_pristine_cell,NH4Br,20,10.25,85.75,0.00297137778711,2.97137778711
G4_pristine_cell,NH4Br,20,10.25,86,0.0032750122246,3.2750122246
G4_pristine_cell,NH4Br,20,10.25,86.25,0.00358704635706,3.58704635706
G4_pristine_cell,NH4Br,20,10.25,86.5,0.003898807473,3.898807473
G4_pristine_cell,NH4Br,20,10.25,86.75,0.00420045473901,4.20045473901
G4_pristine_cell,NH4Br,20,10.25,87,0.00446312973264,4.46312973264
G4_pristine_cell,NH4Br,20,10.25,87.25,0.00467031550546,4.67031550546
G4_pristine_cell,NH4Br,20,10.25,87.5,0.00482723513328,4.82723513328
G4_pristine_cell,NH4Br,20,10.25,87.75,0.00493712123066,4.93712123066
G4_pristine_cell,NH4Br,20,10.25,88,0.00500134433217,5.00134433217
G4_pristine_cell,NH4Br,20,10.25,88.25,0.00502703225581,5.02703225581
G4_pristine_cell,NH4Br,20,10.25,88.5,0.00503726925148,5.03726925148
G4_pristine_cell,NH4Br,20,10.25,88.75,0.00501408690484,5.01408690484
G4_pristine_cell,NH4Br,20,10.25,89,0.00494016771983,4.94016771983
G4_pristine_cell,NH4Br,20,10.25,89.25,0.00485344340003,4.85344340003
G4_pristine_cell,NH4Br,20,10.25,89.5,0.00479102499496,4.79102499496
G4_pristine_cell,NH4Br,20,10.25,89.75,0.0048211211906,4.8211211906
G4_pristine_cell,NH4Br,20,10.25,90,0.00495487306951,4.95487306951
G4_pristine_cell,NH4Br,20,10.25,90.25,0.00520033321142,5.20033321142
G4_pristine_cell,NH4Br,20,10.25,90.5,0.00552841249448,5.52841249448
G4_pristine_cell,NH4Br,20,10.25,90.75,0.00582918662934,5.82918662934
G4_pristine_cell,NH4Br,20,10.25,91,0.00601306245029,6.01306245029
G4_pristine_cell,NH4Br,20,10.25,91.25,0.00602158191773,6.02158191773
G4_pristine_cell,NH4Br,20,10.25,91.5,0.00587264894033,5.87264894033
G4_pristine_cell,NH4Br,20,10.25,91.75,0.00557809357683,5.57809357683
G4_pristine_cell,NH4Br,20,10.25,92,0.00522553281801,5.22553281801
G4_pristine_cell,NH4Br,20,10.25,92.25,0.004865371699,4.865371699
G4_pristine_cell,NH4Br,20,10.25,92.5,0.00459025091681,4.59025091681
G4_pristine_cell,NH4Br,20,10.25,92.75,0.00439362748005,4.39362748005
G4_pristine_cell,NH4Br,20,10.25,93,0.00427208045758,4.27208045758
G4_pristine_cell,NH4Br,20,10.25,93.25,0.00419996131658,4.19996131658
G4_pristine_cell,NH4Br,20,10.25,93.5,0.00415304892475,4.15304892475
G4_pristine_cell,NH4Br,20,10.25,93.75,0.00435485773546,4.35485773546
G4_pristine_cell,NH4Br,20,10.25,94,0.00474471867753,4.74471867753
G4_pristine_cell,NH4Br,20,10.25,94.25,0.00520868508412,5.20868508412
G4_pristine_cell,NH4Br,20,10.25,94.5,0.00565211615944,5.65211615944
G4_pristine_cell,NH4Br,20,10.25,94.75,0.0060033619105,6.0033619105
G4_pristine_cell,NH4Br,20,10.25,95,0.00606664343148,6.06664343148
G4_pristine_cell,NH4Br,20,10.25,95.25,0.0057081998151,5.7081998151
G4_pristine_cell,NH4Br,20,10.25,95.5,0.00499759584598,4.99759584598
G4_pristine_cell,NH4Br,20,10.25,95.75,0.00400136845523,4.00136845523
G4_pristine_cell,NH4Br,20,10.25,96,0.00279020816835,2.79020816835
G4_pristine_cell,NH4Br,20,10.25,96.25,0.00143513974192,1.43513974192
G4_pristine_cell,NH4Br,20,10.25,96.5,3.78491806237e-05,0.0378491806237
G4_pristine_cell,NH4Br,20,10.25,96.75,-0.00136616747701,-1.36616747701
G4_pristine_cell,NH4Br,20,10.25,97,-0.00274170370942,-2.74170370942
G4_pristine_cell,NH4Br,20,10.25,97.25,-0.00408381298126,-4.08381298126
G4_pristine_cell,NH4Br,20,10.25,97.5,-0.00539337414267,-5.39337414267
G4_pristine_cell,NH4Br,20,10.25,97.75,-0.00671236810902,-6.71236810902
G4_pristine_cell,NH4Br,20,10.25,98,-0.00802382428143,-8.02382428143
G4_pristine_cell,NH4Br,20,10.25,98.25,-0.00929853901333,-9.29853901333
G4_pristine_cell,NH4Br,20,10.25,98.5,-0.0105043918684,-10.5043918684
G4_pristine_cell,NH4Br,20,10.25,98.75,-0.0115829269608,-11.5829269608
G4_pristine_cell,NH4Br,20,10.25,99,-0.0124956955049,-12.4956955049
G4_pristine_cell,NH4Br,20,10.25,99.25,-0.0132135557939,-13.2135557939
G4_pristine_cell,NH4Br,20,10.25,99.5,-0.0137376182743,-13.7376182743
G4_pristine_cell,NH4Br,20,10.25,99.75,-0.0140736303965,-14.0736303965
G4_pristine_cell,NH4Br,20,10.25,100,-0.0141597829454,-14.1597829454
G4_pristine_cell,NH4Br,20,10.25,100.25,-0.013992915396,-13.992915396
G4_pristine_cell,NH4Br,20,10.25,100.5,-0.0137094686006,-13.7094686006
G4_pristine_cell,NH4Br,20,10.25,100.75,-0.0132246424259,-13.2246424259
G4_pristine_cell,NH4Br,20,10.25,101,-0.0124649783545,-12.4649783545
G4_pristine_cell,NH4Br,20,10.25,101.25,-0.0114574112039,-11.4574112039
G4_pristine_cell,NH4Br,20,10.25,101.5,-0.0102648112177,-10.2648112177
G4_pristine_cell,NH4Br,20,10.25,101.75,-0.00861681580247,-8.61681580247
G4_pristine_cell,NH4Br,20,10.25,102,-0.00658673314392,-6.58673314392
G4_pristine_cell,NH4Br,20,10.25,102.25,-0.00437751949825,-4.37751949825
G4_pristine_cell,NH4Br,20,10.25,102.5,-0.00216585585121,-2.16585585121
G4_pristine_cell,NH4Br,20,10.25,102.75,-3.64857974535e-05,-0.0364857974535
G4_pristine_cell,NH4Br,20,10.25,103,0.00166514520426,1.66514520426
G4_pristine_cell,NH4Br,20,10.25,103.25,0.00260677589826,2.60677589826
G4_pristine_cell,NH4Br,20,10.25,103.5,0.00284379944973,2.84379944973
G4_pristine_cell,NH4Br,20,10.25,103.75,0.0024109039427,2.4109039427
G4_pristine_cell,NH4Br,20,10.25,104,0.00166963304361,1.66963304361
G4_pristine_cell,NH4Br,20,10.25,104.25,0.000847252624962,0.847252624962
G4_pristine_cell,NH4Br,20,10.25,104.5,0.000505904326564,0.505904326564
G4_pristine_cell,NH4Br,20,10.25,104.75,0.000598755753404,0.598755753404
G4_pristine_cell,NH4Br,20,10.25,105,0.00110827034175,1.10827034175
G4_pristine_cell,NH4Br,20,10.25,105.25,0.00185081779385,1.85081779385
G4_pristine_cell,NH4Br,20,10.25,105.5,0.00259013951597,2.59013951597
G4_pristine_cell,NH4Br,20,10.25,105.75,0.00299716509741,2.99716509741
G4_pristine_cell,NH4Br,20,10.25,106,0.00301088403146,3.01088403146
G4_pristine_cell,NH4Br,20,10.25,106.25,0.00269627278745,2.69627278745
G4_pristine_cell,NH4Br,20,10.25,106.5,0.00212139148727,2.12139148727
G4_pristine_cell,NH4Br,20,10.25,106.75,0.00140600189503,1.40600189503
G4_pristine_cell,NH4Br,20,10.25,107,0.00066582121915,0.66582121915
G4_pristine_cell,NH4Br,20,10.25,107.25,2.12662438289e-05,0.0212662438289
G4_pristine_cell,NH4Br,20,10.25,107.5,-0.000508677037284,-0.508677037284
G4_pristine_cell,NH4Br,20,10.25,107.75,-0.000900907176211,-0.900907176211
G4_pristine_cell,NH4Br,20,10.25,108,-0.00120764893339,-1.20764893339
G4_pristine_cell,NH4Br,20,10.25,108.25,-0.00144628321015,-1.44628321015
G4_pristine_cell,NH4Br,20,10.25,108.5,-0.00161681511238,-1.61681511238
G4_pristine_cell,NH4Br,20,10.25,108.75,-0.00172428732848,-1.72428732848
G4_pristine_cell,NH4Br,20,10.25,109,-0.00177337169176,-1.77337169176
G4_pristine_cell,NH4Br,20,10.25,109.25,-0.00174710423735,-1.74710423735
G4_pristine_cell,NH4Br,20,10.25,109.5,-0.00161598475891,-1.61598475891
G4_pristine_cell,NH4Br,20,10.25,109.75,-0.00135077982643,-1.35077982643
G4_pristine_cell,NH4Br,20,10.25,110,-0.000934535441328,-0.934535441328
G4_pristine_cell,NH4Br,20,10.25,110.25,-0.000356335454487,-0.356335454487
G4_pristine_cell,NH4Br,20,10.25,110.5,0.000370087689847,0.370087689847
G4_pristine_cell,NH4Br,20,10.25,110.75,0.00101935325975,1.01935325975
G4_pristine_cell,NH4Br,20,10.25,111,0.00150020084756,1.50020084756
G4_pristine_cell,NH4Br,20,10.25,111.25,0.00170633334697,1.70633334697
G4_pristine_cell,NH4Br,20,10.25,111.5,0.00156385769758,1.56385769758
G4_pristine_cell,NH4Br,20,10.25,111.75,0.000987135183278,0.987135183278
G4_pristine_cell,NH4Br,20,10.25,112,0.00031397458915,0.31397458915
G4_pristine_cell,NH4Br,20,10.25,112.25,-0.000271499078693,-0.271499078693
G4_pristine_cell,NH4Br,20,10.25,112.5,-0.000662749231057,-0.662749231057
G4_pristine_cell,NH4Br,20,10.25,112.75,-0.000742701055327,-0.742701055327
G4_pristine_cell,NH4Br,20,10.25,113,-0.000380580094782,-0.380580094782
G4_pristine_cell,NH4Br,20,10.25,113.25,0.000274165213182,0.274165213182
G4_pristine_cell,NH4Br,20,10.25,113.5,0.000864999669031,0.864999669031
G4_pristine_cell,NH4Br,20,10.25,113.75,0.00141376175926,1.41376175926
G4_pristine_cell,NH4Br,20,10.25,114,0.00182171398422,1.82171398422
G4_pristine_cell,NH4Br,20,10.25,114.25,0.00189644124184,1.89644124184
G4_pristine_cell,NH4Br,20,10.25,114.5,0.00148961512272,1.48961512272
G4_pristine_cell,NH4Br,20,10.25,114.75,0.00105051655208,1.05051655208
G4_pristine_cell,NH4Br,20,10.25,115,0.00080661562928,0.80661562928
G4_pristine_cell,NH4Br,20,10.25,115.25,0.000532121557602,0.532121557603
G4_pristine_cell,NH4Br,20,10.25,115.5,0.000227034337045,0.227034337045
G4_pristine_cell,NH4Br,20,10.25,115.75,-0.000108646032391,-0.108646032391
G4_pristine_cell,NH4Br,20,10.25,116,-0.000474919550707,-0.474919550707
G4_pristine_cell,NH4Br,20,10.25,116.25,-0.000871786217902,-0.871786217902
G4_pristine_cell,NH4Br,20,10.25,116.5,-0.00129924603398,-1.29924603398
G4_pristine_cell,NH4Br,20,10.25,116.75,-0.00175729899893,-1.75729899893
G4_pristine_cell,NH4Br,20,10.25,117,-0.00224594511276,-2.24594511276
G4_pristine_cell,NH4Br,20,10.25,117.25,-0.00276518437548,-2.76518437548
G4_pristine_cell,NH4Br,20,10.25,117.5,-0.00331501678707,-3.31501678707
G4_pristine_cell,NH4Br,20,10.25,117.75,-0.00389544234754,-3.89544234754
G4_pristine_cell,NH4Br,20,10.25,118,-0.00450646105689,-4.50646105689
G4_pristine_cell,NH4Br,20,10.25,118.25,-0.00514807291512,-5.14807291512
G4_pristine_cell,NH4Br,20,10.25,118.5,-0.00582027792223,-5.82027792223
G4_pristine_cell,NH4Br,20,10.25,118.75,-0.00652307607822,-6.52307607822
G4_pristine_cell,NH4Br,20,10.25,119,-0.00725646738308,-7.25646738308
G4_pristine_cell,NH4Br,20,10.25,119.25,-0.00802045183683,-8.02045183683
G4_pristine_cell,NH4Br,20,10.25,119.5,-0.00881502943946,-8.81502943946
G4_pristine_cell,NH4Br,20,10.25,119.75,-0.00964020019096,-9.64020019096
G4_pristine_cell,NH4Br,20,15.25,1.25,-0.000345488676486,-0.345488676486
G4_pristine_cell,NH4Br,20,15.25,1.5,-0.000305042198306,-0.305042198306
G4_pristine_cell,NH4Br,20,15.25,1.75,-0.000265552633451,-0.265552633451
G4_pristine_cell,NH4Br,20,15.25,2,-0.00022701998192,-0.22701998192
G4_pristine_cell,NH4Br,20,15.25,2.25,-0.000189444243714,-0.189444243714
G4_pristine_cell,NH4Br,20,15.25,2.5,-0.000152825418833,-0.152825418833
G4_pristine_cell,NH4Br,20,15.25,2.75,-0.000117163507277,-0.117163507277
G4_pristine_cell,NH4Br,20,15.25,3,-8.24585090453e-05,-0.0824585090453
G4_pristine_cell,NH4Br,20,15.25,3.25,-4.87104241384e-05,-0.0487104241384
G4_pristine_cell,NH4Br,20,15.25,3.5,-1.59192525561e-05,-0.0159192525561
G4_pristine_cell,NH4Br,20,15.25,3.75,1.59150057014e-05,0.0159150057014
G4_pristine_cell,NH4Br,20,15.25,4,4.67923506341e-05,0.0467923506341
G4_pristine_cell,NH4Br,20,15.25,4.25,7.67127822422e-05,0.0767127822422
G4_pristine_cell,NH4Br,20,15.25,4.5,0.000105676300526,0.105676300526
G4_pristine_cell,NH4Br,20,15.25,4.75,0.000133682905484,0.133682905484
G4_pristine_cell,NH4Br,20,15.25,5,0.000160732597118,0.160732597118
G4_pristine_cell,NH4Br,20,15.25,5.25,0.000186825375427,0.186825375427
G4_pristine_cell,NH4Br,20,15.25,5.5,0.000211961240412,0.211961240412
G4_pristine_cell,NH4Br,20,15.25,5.75,0.000236140192072,0.236140192072
G4_pristine_cell,NH4Br,20,15.25,6,0.000259362230407,0.259362230407
G4_pristine_cell,NH4Br,20,15.25,6.25,0.000281627355417,0.281627355417
G4_pristine_cell,NH4Br,20,15.25,6.5,0.000302935567103,0.302935567103
G4_pristine_cell,NH4Br,20,15.25,6.75,0.000323286865464,0.323286865464
G4_pristine_cell,NH4Br,20,15.25,7,0.0003426812505,0.3426812505
G4_pristine_cell,NH4Br,20,15.25,7.25,0.000361118722211,0.361118722211
G4_pristine_cell,NH4Br,20,15.25,7.5,0.000378599280598,0.378599280598
G4_pristine_cell,NH4Br,20,15.25,7.75,0.00039512292566,0.39512292566
G4_pristine_cell,NH4Br,20,15.25,8,0.000410689657397,0.410689657397
G4_pristine_cell,NH4Br,20,15.25,8.25,0.00042529947581,0.42529947581
G4_pristine_cell,NH4Br,20,15.25,8.5,0.000438952380898,0.438952380898
G4_pristine_cell,NH4Br,20,15.25,8.75,0.000451648372661,0.451648372661
G4_pristine_cell,NH4Br,20,15.25,9,0.000453868489884,0.453868489884
G4_pristine_cell,NH4Br,20,15.25,9.25,0.000455410833257,0.455410833257
G4_pristine_cell,NH4Br,20,15.25,9.5,0.000456672764616,0.456672764616
G4_pristine_cell,NH4Br,20,15.25,9.75,0.000457905037807,0.457905037807
G4_pristine_cell,NH4Br,20,15.25,10,0.000459691816117,0.459691816117
G4_pristine_cell,NH4Br,20,15.25,10.25,0.000461634383948,0.461634383948
G4_pristine_cell,NH4Br,20,15.25,10.5,0.000463643386133,0.463643386133
G4_pristine_cell,NH4Br,20,15.25,10.75,0.000466148180363,0.466148180363
G4_pristine_cell,NH4Br,20,15.25,11,0.000469767385057,0.469767385057
G4_pristine_cell,NH4Br,20,15.25,11.25,0.000475133272183,0.475133272183
G4_pristine_cell,NH4Br,20,15.25,11.5,0.000481943961941,0.481943961941
G4_pristine_cell,NH4Br,20,15.25,11.75,0.000488668165303,0.488668165303
G4_pristine_cell,NH4Br,20,15.25,12,0.000495265349834,0.495265349834
G4_pristine_cell,NH4Br,20,15.25,12.25,0.000501445596112,0.501445596112
G4_pristine_cell,NH4Br,20,15.25,12.5,0.000505946905671,0.505946905671
G4_pristine_cell,NH4Br,20,15.25,12.75,0.000509203203484,0.509203203484
G4_pristine_cell,NH4Br,20,15.25,13,0.000510966774072,0.510966774072
G4_pristine_cell,NH4Br,20,15.25,13.25,0.00051143286561,0.51143286561
G4_pristine_cell,NH4Br,20,15.25,13.5,0.000510785517743,0.510785517743
G4_pristine_cell,NH4Br,20,15.25,13.75,0.000510480474142,0.510480474142
G4_pristine_cell,NH4Br,20,15.25,14,0.000510563307281,0.510563307281
G4_pristine_cell,NH4Br,20,15.25,14.25,0.000511353366776,0.511353366776
G4_pristine_cell,NH4Br,20,15.25,14.5,0.000513105401779,0.513105401779
G4_pristine_cell,NH4Br,20,15.25,14.75,0.00051579776491,0.51579776491
G4_pristine_cell,NH4Br,20,15.25,15,0.000519314139981,0.519314139981
G4_pristine_cell,NH4Br,20,15.25,15.25,0.000523592824936,0.523592824936
G4_pristine_cell,NH4Br,20,15.25,15.5,0.000528501506885,0.528501506885
G4_pristine_cell,NH4Br,20,15.25,15.75,0.000533387173289,0.533387173289
G4_pristine_cell,NH4Br,20,15.25,16,0.000538184564275,0.538184564275
G4_pristine_cell,NH4Br,20,15.25,16.25,0.000542765675436,0.542765675436
G4_pristine_cell,NH4Br,20,15.25,16.5,0.000546640057504,0.546640057504
G4_pristine_cell,NH4Br,20,15.25,16.75,0.000549908479851,0.549908479851
G4_pristine_cell,NH4Br,20,15.25,17,0.000552666680036,0.552666680036
G4_pristine_cell,NH4Br,20,15.25,17.25,0.000555006034173,0.555006034173
G4_pristine_cell,NH4Br,20,15.25,17.5,0.000557014229562,0.557014229562
G4_pristine_cell,NH4Br,20,15.25,17.75,0.00055877594456,0.55877594456
G4_pristine_cell,NH4Br,20,15.25,18,0.000560373504965,0.560373504965
G4_pristine_cell,NH4Br,20,15.25,18.25,0.000561887560755,0.561887560755
G4_pristine_cell,NH4Br,20,15.25,18.5,0.000563397761462,0.563397761462
G4_pristine_cell,NH4Br,20,15.25,18.75,0.000564983428488,0.564983428488
G4_pristine_cell,NH4Br,20,15.25,19,0.000567075729324,0.567075729324
G4_pristine_cell,NH4Br,20,15.25,19.25,0.000570100845978,0.570100845978
G4_pristine_cell,NH4Br,20,15.25,19.5,0.00057385113293,0.57385113293
G4_pristine_cell,NH4Br,20,15.25,19.75,0.000577937432111,0.577937432111
G4_pristine_cell,NH4Br,20,15.25,20,0.000582187718068,0.582187718068
G4_pristine_cell,NH4Br,20,15.25,20.25,0.00058634030184,0.58634030184
G4_pristine_cell,NH4Br,20,15.25,20.5,0.000589326011497,0.589326011497
G4_pristine_cell,NH4Br,20,15.25,20.75,0.00059130336927,0.59130336927
G4_pristine_cell,NH4Br,20,15.25,21,0.000592724625768,0.592724625768
G4_pristine_cell,NH4Br,20,15.25,21.25,0.000593839307783,0.593839307783
G4_pristine_cell,NH4Br,20,15.25,21.5,0.000594863973598,0.594863973598
G4_pristine_cell,NH4Br,20,15.25,21.75,0.000596809791593,0.596809791593
G4_pristine_cell,NH4Br,20,15.25,22,0.000599930052738,0.599930052738
G4_pristine_cell,NH4Br,20,15.25,22.25,0.00060360197561,0.60360197561
G4_pristine_cell,NH4Br,20,15.25,22.5,0.000607179387759,0.607179387759
G4_pristine_cell,NH4Br,20,15.25,22.75,0.000610381245259,0.610381245259
G4_pristine_cell,NH4Br,20,15.25,23,0.000612605220533,0.612605220533
G4_pristine_cell,NH4Br,20,15.25,23.25,0.000613196265275,0.613196265275
G4_pristine_cell,NH4Br,20,15.25,23.5,0.00061229788041,0.61229788041
G4_pristine_cell,NH4Br,20,15.25,23.75,0.000610706108386,0.610706108386
G4_pristine_cell,NH4Br,20,15.25,24,0.00060858529665,0.60858529665
G4_pristine_cell,NH4Br,20,15.25,24.25,0.000606103473839,0.606103473839
G4_pristine_cell,NH4Br,20,15.25,24.5,0.000603433029614,0.603433029614
G4_pristine_cell,NH4Br,20,15.25,24.75,0.000600751366431,0.600751366431
G4_pristine_cell,NH4Br,20,15.25,25,0.000597947303005,0.597947303005
G4_pristine_cell,NH4Br,20,15.25,25.25,0.000595086742006,0.595086742006
G4_pristine_cell,NH4Br,20,15.25,25.5,0.000592273698093,0.592273698093
G4_pristine_cell,NH4Br,20,15.25,25.75,0.000589422160912,0.589422160912
G4_pristine_cell,NH4Br,20,15.25,26,0.000586615441316,0.586615441316
G4_pristine_cell,NH4Br,20,15.25,26.25,0.000584203714239,0.584203714239
G4_pristine_cell,NH4Br,20,15.25,26.5,0.000582569133454,0.582569133455
G4_pristine_cell,NH4Br,20,15.25,26.75,0.000581967561378,0.581967561378
G4_pristine_cell,NH4Br,20,15.25,27,0.000582758046531,0.582758046531
G4_pristine_cell,NH4Br,20,15.25,27.25,0.000585343409303,0.585343409303
G4_pristine_cell,NH4Br,20,15.25,27.5,0.000589580832403,0.589580832403
G4_pristine_cell,NH4Br,20,15.25,27.75,0.000593876866592,0.593876866592
G4_pristine_cell,NH4Br,20,15.25,28,0.000597933302322,0.597933302322
G4_pristine_cell,NH4Br,20,15.25,28.25,0.000601423130806,0.601423130806
G4_pristine_cell,NH4Br,20,15.25,28.5,0.000603989876469,0.603989876469
G4_pristine_cell,NH4Br,20,15.25,28.75,0.000605246914221,0.605246914221
G4_pristine_cell,NH4Br,20,15.25,29,0.00060647231542,0.60647231542
G4_pristine_cell,NH4Br,20,15.25,29.25,0.000608011078872,0.608011078872
G4_pristine_cell,NH4Br,20,15.25,29.5,0.000609935616385,0.609935616385
G4_pristine_cell,NH4Br,20,15.25,29.75,0.000612148240302,0.612148240303
G4_pristine_cell,NH4Br,20,15.25,30,0.000614711286555,0.614711286555
G4_pristine_cell,NH4Br,20,15.25,30.25,0.000617637231961,0.617637231961
G4_pristine_cell,NH4Br,20,15.25,30.5,0.000620888430318,0.620888430318
G4_pristine_cell,NH4Br,20,15.25,30.75,0.000624566420364,0.624566420364
G4_pristine_cell,NH4Br,20,15.25,31,0.000629135025881,0.629135025881
G4_pristine_cell,NH4Br,20,15.25,31.25,0.000635297572515,0.635297572515
G4_pristine_cell,NH4Br,20,15.25,31.5,0.000642789130753,0.642789130753
G4_pristine_cell,NH4Br,20,15.25,31.75,0.00065084514999,0.65084514999
G4_pristine_cell,NH4Br,20,15.25,32,0.000659175173108,0.659175173108
G4_pristine_cell,NH4Br,20,15.25,32.25,0.000667503066201,0.667503066201
G4_pristine_cell,NH4Br,20,15.25,32.5,0.000674775648182,0.674775648182
G4_pristine_cell,NH4Br,20,15.25,32.75,0.000680957811371,0.680957811371
G4_pristine_cell,NH4Br,20,15.25,33,0.000686011035655,0.686011035655
G4_pristine_cell,NH4Br,20,15.25,33.25,0.000689889613018,0.689889613018
G4_pristine_cell,NH4Br,20,15.25,33.5,0.000692540650552,0.692540650552
G4_pristine_cell,NH4Br,20,15.25,33.75,0.000693904062879,0.693904062879
G4_pristine_cell,NH4Br,20,15.25,34,0.000693912588984,0.693912588984
G4_pristine_cell,NH4Br,20,15.25,34.25,0.000692948817997,0.692948817997
G4_pristine_cell,NH4Br,20,15.25,34.5,0.000691620697572,0.691620697572
G4_pristine_cell,NH4Br,20,15.25,34.75,0.000690108025554,0.690108025554
G4_pristine_cell,NH4Br,20,15.25,35,0.00068852400405,0.68852400405
G4_pristine_cell,NH4Br,20,15.25,35.25,0.00068691734032,0.68691734032
G4_pristine_cell,NH4Br,20,15.25,35.5,0.00068544919175,0.68544919175
G4_pristine_cell,NH4Br,20,15.25,35.75,0.000683151580702,0.683151580702
G4_pristine_cell,NH4Br,20,15.25,36,0.000679993927083,0.679993927083
G4_pristine_cell,NH4Br,20,15.25,36.25,0.000675928889553,0.675928889553
G4_pristine_cell,NH4Br,20,15.25,36.5,0.000670383208133,0.670383208133
G4_pristine_cell,NH4Br,20,15.25,36.75,0.000663396015238,0.663396015238
G4_pristine_cell,NH4Br,20,15.25,37,0.000656039448302,0.656039448302
G4_pristine_cell,NH4Br,20,15.25,37.25,0.000648918748767,0.648918748767
G4_pristine_cell,NH4Br,20,15.25,37.5,0.000642378039907,0.642378039907
G4_pristine_cell,NH4Br,20,15.25,37.75,0.00063725257495,0.63725257495
G4_pristine_cell,NH4Br,20,15.25,38,0.00063405836111,0.63405836111
G4_pristine_cell,NH4Br,20,15.25,38.25,0.000632518277343,0.632518277343
G4_pristine_cell,NH4Br,20,15.25,38.5,0.00063208538395,0.632085383949
G4_pristine_cell,NH4Br,20,15.25,38.75,0.000632685396779,0.632685396779
G4_pristine_cell,NH4Br,20,15.25,39,0.000633958725652,0.633958725652
G4_pristine_cell,NH4Br,20,15.25,39.25,0.000635148410845,0.635148410845
G4_pristine_cell,NH4Br,20,15.25,39.5,0.000636474634047,0.636474634048
G4_pristine_cell,NH4Br,20,15.25,39.75,0.000638135440302,0.638135440302
G4_pristine_cell,NH4Br,20,15.25,40,0.000640307613589,0.640307613589
G4_pristine_cell,NH4Br,20,15.25,40.25,0.000643147582108,0.643147582108
G4_pristine_cell,NH4Br,20,15.25,40.5,0.000647774651095,0.647774651095
G4_pristine_cell,NH4Br,20,15.25,40.75,0.000654113084338,0.654113084338
G4_pristine_cell,NH4Br,20,15.25,41,0.000661749426037,0.661749426037
G4_pristine_cell,NH4Br,20,15.25,41.25,0.000670367539229,0.670367539229
G4_pristine_cell,NH4Br,20,15.25,41.5,0.000679726736757,0.679726736757
G4_pristine_cell,NH4Br,20,15.25,41.75,0.00068896976215,0.68896976215
G4_pristine_cell,NH4Br,20,15.25,42,0.000697587019233,0.697587019233
G4_pristine_cell,NH4Br,20,15.25,42.25,0.00070574489358,0.70574489358
G4_pristine_cell,NH4Br,20,15.25,42.5,0.000713703078215,0.713703078215
G4_pristine_cell,NH4Br,20,15.25,42.75,0.000721538539285,0.721538539285
G4_pristine_cell,NH4Br,20,15.25,43,0.000729564648593,0.729564648593
G4_pristine_cell,NH4Br,20,15.25,43.25,0.000738562032534,0.738562032534
G4_pristine_cell,NH4Br,20,15.25,43.5,0.000748276320671,0.74827632067
G4_pristine_cell,NH4Br,20,15.25,43.75,0.000758465120529,0.758465120529
G4_pristine_cell,NH4Br,20,15.25,44,0.000768898006841,0.768898006842
G4_pristine_cell,NH4Br,20,15.25,44.25,0.00077935652635,0.77935652635
G4_pristine_cell,NH4Br,20,15.25,44.5,0.000788924436823,0.788924436823
G4_pristine_cell,NH4Br,20,15.25,44.75,0.000797518435579,0.797518435579
G4_pristine_cell,NH4Br,20,15.25,45,0.000804920808503,0.804920808503
G4_pristine_cell,NH4Br,20,15.25,45.25,0.000810975426673,0.810975426673
G4_pristine_cell,NH4Br,20,15.25,45.5,0.000815595976202,0.815595976202
G4_pristine_cell,NH4Br,20,15.25,45.75,0.000818537829772,0.818537829772
G4_pristine_cell,NH4Br,20,15.25,46,0.000819610168331,0.819610168331
G4_pristine_cell,NH4Br,20,15.25,46.25,0.000819227605276,0.819227605276
G4_pristine_cell,NH4Br,20,15.25,46.5,0.000818342157214,0.818342157214
G4_pristine_cell,NH4Br,20,15.25,46.75,0.000817219348279,0.817219348279
G4_pristine_cell,NH4Br,20,15.25,47,0.00081619134711,0.81619134711
G4_pristine_cell,NH4Br,20,15.25,47.25,0.000815745445035,0.815745445035
G4_pristine_cell,NH4Br,20,15.25,47.5,0.000816117701625,0.816117701625
G4_pristine_cell,NH4Br,20,15.25,47.75,0.000816539658097,0.816539658097
G4_pristine_cell,NH4Br,20,15.25,48,0.000817033936116,0.817033936116
G4_pristine_cell,NH4Br,20,15.25,48.25,0.000817630790612,0.817630790612
G4_pristine_cell,NH4Br,20,15.25,48.5,0.000818365878242,0.818365878242
G4_pristine_cell,NH4Br,20,15.25,48.75,0.000819280953402,0.819280953402
G4_pristine_cell,NH4Br,20,15.25,49,0.000820424517098,0.820424517098
G4_pristine_cell,NH4Br,20,15.25,49.25,0.000821852501852,0.821852501852
G4_pristine_cell,NH4Br,20,15.25,49.5,0.000823628945818,0.823628945818
G4_pristine_cell,NH4Br,20,15.25,49.75,0.000825690235979,0.825690235979
G4_pristine_cell,NH4Br,20,15.25,50,0.000828028017407,0.828028017407
G4_pristine_cell,NH4Br,20,15.25,50.25,0.000830698408679,0.830698408679
G4_pristine_cell,NH4Br,20,15.25,50.5,0.000833602667862,0.833602667862
G4_pristine_cell,NH4Br,20,15.25,50.75,0.000836823662201,0.836823662201
G4_pristine_cell,NH4Br,20,15.25,51,0.000840488473668,0.840488473668
G4_pristine_cell,NH4Br,20,15.25,51.25,0.0008448854058,0.8448854058
G4_pristine_cell,NH4Br,20,15.25,51.5,0.000850024651294,0.850024651294
